"key","en","fr","ja","vi","zh"
"packages/get-started/get-started::exit_wizard_title","Are you sure you want to exit the Quick Setup Wizard?","Voulez-vous vraiment quitter l'assistant de configuration rapide ?","クイック セットアップ ウィザードを終了してもよろしいですか?","Bạn có chắc chắn muốn thoát khỏi Trình hướng dẫn cài đặt nhanh không?","您确定要退出快速设置向导吗？"
"packages/get-started/get-started::exit_wizard_confirm","Yes, I'll finish it later","Oui, je le terminerai plus tard","はい、後で終わらせます","Vâng, tôi sẽ hoàn thành nó sau","是的，我稍后会完成它。"
"packages/get-started/get-started::exit_wizard_cancel","No, take me back to the wizard","Non, revenir à l'assistant","いいえ、ウィザードに戻してください","Không, đưa tôi trở lại với thuật sĩ","不，把我带回巫师那里"
"packages/get-started/get-started::change_default_account_info_title","Change default account info","Modifier les informations du compte par défaut","デフォルトのアカウント情報を変更する","Thay đổi thông tin tài khoản mặc định","更改默认账户信息"
"packages/get-started/get-started::change_default_account_info_description","The default account is using a weak password. You need to change it to a complex password for better security.","Le compte par défaut utilise un mot de passe faible. Remplacez-le par un mot de passe complexe pour renforcer la sécurité.","デフォルトのアカウントは弱いパスワードを使用しています。セキュリティを強化するには、複雑なパスワードに変更する必要があります。","Tài khoản mặc định đang sử dụng mật khẩu yếu. Bạn cần đổi nó thành mật khẩu phức tạp để bảo mật tốt hơn.","默认账户使用了一个弱密码。您需要将其更改为复杂密码以提高安全性。"
"packages/get-started/get-started::username","Username","Nom d'utilisateur","ユーザー名","Tên đăng nhập","用户名"
"packages/get-started/get-started::email","Email","Courriel","電子メール","E-mail","电子邮件"
"packages/get-started/get-started::password","Password","Mot de passe","パスワード","Mật khẩu","密码"
"packages/get-started/get-started::password_confirmation","Password confirmation","Confirmation du mot de passe","パスワードの確認","Xác nhận mật khẩu","密码确认"
"packages/installer/installer::title","Installation","Installation","インストール","Cài đặt","安装"
"packages/installer/installer::next","Next Step","Next Step","次のステップ","Bước tiếp theo","下一步"
"packages/installer/installer::forms.errorTitle","The following errors occurred:","The following errors occurred:","次のエラーが発生しました:","Có lỗi sau đây:","发生了以下错误："
"packages/installer/installer::welcome.title","Welcome","Welcome","いらっしゃいませ","Chào mừng","欢迎"
"packages/installer/installer::welcome.message","Before getting started, we need some information on the database. You will need to know the following items before proceeding.","Before getting started, we need some information on the database. You will need to know the following items before proceeding.","始める前に、データベースに関する情報が必要です。続行する前に、次の項目を理解しておく必要があります。","Trước khi bắt đầu, chúng ta cần một số thông tin về cơ sở dữ liệu. Bạn cần biết các mục sau trước khi tiếp tục.","在开始之前，我们需要一些关于数据库的信息。在继续之前，您需要了解以下事项。"
"packages/installer/installer::welcome.language","Language","Language","言語","Ngôn ngữ","语言"
"packages/installer/installer::welcome.next","Let's go","Let's go","さあ行こう","Bắt đầu","我们走吧"
"packages/installer/installer::requirements.title","Server Requirements","Server Requirements","サーバー要件","Yêu cầu máy chủ","服务器要求"
"packages/installer/installer::requirements.php_version_required","PHP version :version required","Version PHP :version requise","PHPバージョン:versionが必要です","Yêu cầu PHP phiên bản :version trở lên","需要PHP版本:version"
"packages/installer/installer::permissions.next","Configure Environment","Configure Environment","環境の構成","Cấu hình môi trường","配置环境"
"packages/installer/installer::environment.wizard.title","Environment Settings","Environment Settings","環境設定","Cài đặt môi trường","环境设置"
"packages/installer/installer::environment.wizard.form.name_required","An environment name is required.","An environment name is required.","環境名は必須です。","Cần có tên môi trường.","环境名称是必需的。"
"packages/installer/installer::environment.wizard.form.app_name_label","Site title","Site title","サイトタイトル","Tiêu đề trang","网站标题"
"packages/installer/installer::environment.wizard.form.app_url_label","URL","URL","URL","URL","网址"
"packages/installer/installer::environment.wizard.form.db_connection_label","Database Connection","Database Connection","データベース接続","Kết nối cơ sở dữ liệu","数据库连接"
"packages/installer/installer::environment.wizard.form.db_connection_label_mysql","MySQL","MySQL","MySQL","MySQL","MySQL"
"packages/installer/installer::environment.wizard.form.db_host_label","Database host","Database host","データベースホスト","Máy chủ cơ sở dữ liệu","数据库主机"
"packages/installer/installer::environment.wizard.form.db_port_label","Database port","Database port","データベースポート","Cổng cơ sở dữ liệu","数据库端口"
"packages/installer/installer::environment.wizard.form.db_name_label","Database name","Database name","データベース名","Tên cơ sở dữ liệu","数据库名称"
"packages/installer/installer::environment.wizard.form.db_name_placeholder","Database name","Database name","データベース名","Tên cơ sở dữ liệu","数据库名称"
"packages/installer/installer::environment.wizard.form.db_username_label","Database username","Database username","データベースのユーザー名","Tên người dùng cơ sở dữ liệu","数据库用户名"
"packages/installer/installer::environment.wizard.form.db_username_placeholder","Database username","Database username","データベースのユーザー名","Tên người dùng cơ sở dữ liệu","数据库用户名"
"packages/installer/installer::environment.wizard.form.db_password_label","Database password","Database password","データベースのパスワード","Mật khẩu cơ sở dữ liệu","数据库密码"
"packages/installer/installer::environment.wizard.form.db_password_placeholder","Database password","Database password","データベースのパスワード","Mật khẩu cơ sở dữ liệu","数据库密码"
"packages/installer/installer::environment.wizard.form.buttons.install","Install","Install","インストール","Cài đặt","安装"
"packages/installer/installer::environment.wizard.form.db_host_helper","If you use Laravel Sail, just change DB_HOST to DB_HOST=mysql. On some hosting DB_HOST can be localhost instead of 127.0.0.1","If you use Laravel Sail, just change DB_HOST to DB_HOST=mysql. On some hosting DB_HOST can be localhost instead of 127.0.0.1","Laravel Sail を使用する場合は、DB_HOST を DB_HOST=mysql に変更するだけです。一部のホスティングでは、DB_HOST を 127.0.0.1 ではなく localhost にすることができます。","Nếu bạn sử dụng Laravel Sail, chỉ cần thay đổi DB_HOST thành DB_HOST = mysql. Trên một số hosting, DB_HOST có thể là localhost thay vì 127.0.0.1","如果您使用 Laravel Sail，只需将 DB_HOST 更改为 DB_HOST=mysql。在某些托管服务中，DB_HOST 可以是 localhost 而不是 127.0.0.1。"
